Score,Computation Time,Standard Deviation,Budget,Find Components,Graph Type,Sampling Model,Prediction Method
99.8,-0.026646947860717772,0.44721359549995815,30,epsilon,None-None,<class 'QueryModels.RandomSampling'>,euclidean
97.8,-0.02505464553833008,1.7888543819998313,30,epsilon,None-euclidean,<class 'QueryModels.KmeansSampling'>,1fermat
100.0,-0.025542306900024413,0.0,30,epsilon,None-euclidean,<class 'QueryModels.KmeansSampling'>,2fermat
100.0,-0.026900005340576173,0.0,30,epsilon,None-euclidean,<class 'QueryModels.KmeansSampling'>,euclidean
98.0,-0.026221799850463866,1.8708286933869707,30,epsilon,epsilon-1fermat,<class 'QueryModels.ProbCoverSampling'>,1fermat
100.0,-0.02384777069091797,0.0,30,epsilon,epsilon-1fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
99.8,-0.02578868865966797,0.44721359549995815,30,epsilon,epsilon-1fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
97.2,-0.025782203674316405,1.3038404810405295,30,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,1fermat
100.0,-0.024707555770874023,0.0,30,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
99.8,-0.025875616073608398,0.44721359549995715,30,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
98.6,-0.02706284523010254,1.1401754250991376,30,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,1fermat
100.0,-0.02779860496520996,0.0,30,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
99.6,-0.026598358154296876,0.5477225575051684,30,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
98.6,-0.029032325744628905,0.5477225575051667,30,epsilon,full-2fermat,<class 'QueryModels.GraphKmeansSampling'>,1fermat
100.0,-0.02842097282409668,0.0,30,epsilon,full-2fermat,<class 'QueryModels.GraphKmeansSampling'>,2fermat
99.2,-0.02655634880065918,1.3038404810405302,30,epsilon,full-2fermat,<class 'QueryModels.GraphKmeansSampling'>,euclidean
95.0,-0.00020346641540527343,2.4494897427831797,40,False,None-None,<class 'QueryModels.RandomSampling'>,1fermat
98.8,-0.0002467632293701172,2.6832815729997477,40,False,None-None,<class 'QueryModels.RandomSampling'>,2fermat
95.8,-0.00024065971374511718,3.9623225512317886,40,False,None-None,<class 'QueryModels.RandomSampling'>,euclidean
98.6,-0.012749767303466797,2.190890230020665,40,False,None-euclidean,<class 'QueryModels.KmeansSampling'>,1fermat
100.0,-0.01199336051940918,0.0,40,False,None-euclidean,<class 'QueryModels.KmeansSampling'>,2fermat
100.0,-0.01210789680480957,0.0,40,False,None-euclidean,<class 'QueryModels.KmeansSampling'>,euclidean
98.8,-0.5008749008178711,1.7888543819998322,40,False,epsilon-1fermat,<class 'QueryModels.ProbCoverSampling'>,1fermat
100.0,-0.4866741180419922,0.0,40,False,epsilon-1fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
100.0,-0.5130317687988282,0.0,40,False,epsilon-1fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
97.4,-0.4177406311035156,1.5165750888103098,40,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,1fermat
100.0,-0.43117465972900393,0.0,40,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
100.0,-0.4305302143096924,0.0,40,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
94.8,-0.35578489303588867,2.7748873851023212,40,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,1fermat
100.0,-0.364056921005249,0.0,40,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
99.4,-0.3618410587310791,0.8944271909999173,40,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
98.8,-1.9620068073272705,1.095445115010331,40,False,full-2fermat,<class 'QueryModels.GraphKmeansSampling'>,1fermat
100.0,-1.970717477798462,0.0,40,False,full-2fermat,<class 'QueryModels.GraphKmeansSampling'>,2fermat
100.0,-1.9821777820587159,0.0,40,False,full-2fermat,<class 'QueryModels.GraphKmeansSampling'>,euclidean
98.2,-0.025680971145629884,1.6431676725154987,40,epsilon,None-None,<class 'QueryModels.RandomSampling'>,1fermat
100.0,-0.02461247444152832,0.0,40,epsilon,None-None,<class 'QueryModels.RandomSampling'>,2fermat
100.0,-0.026646947860717772,0.0,40,epsilon,None-None,<class 'QueryModels.RandomSampling'>,euclidean
97.8,-0.02505464553833008,1.7888543819998313,40,epsilon,None-euclidean,<class 'QueryModels.KmeansSampling'>,1fermat
100.0,-0.025542306900024413,0.0,40,epsilon,None-euclidean,<class 'QueryModels.KmeansSampling'>,2fermat
100.0,-0.026900005340576173,0.0,40,epsilon,None-euclidean,<class 'QueryModels.KmeansSampling'>,euclidean
98.0,-0.026221799850463866,1.8708286933869707,40,epsilon,epsilon-1fermat,<class 'QueryModels.ProbCoverSampling'>,1fermat
100.0,-0.02384777069091797,0.0,40,epsilon,epsilon-1fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
100.0,-0.02578868865966797,0.0,40,epsilon,epsilon-1fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
97.2,-0.025782203674316405,1.3038404810405295,40,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,1fermat
100.0,-0.024707555770874023,0.0,40,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
100.0,-0.025875616073608398,0.0,40,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
98.6,-0.02706284523010254,1.1401754250991376,40,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,1fermat
100.0,-0.02779860496520996,0.0,40,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
99.6,-0.026598358154296876,0.5477225575051684,40,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
98.6,-0.029032325744628905,0.5477225575051667,40,epsilon,full-2fermat,<class 'QueryModels.GraphKmeansSampling'>,1fermat
100.0,-0.02842097282409668,0.0,40,epsilon,full-2fermat,<class 'QueryModels.GraphKmeansSampling'>,2fermat
100.0,-0.02655634880065918,0.0,40,epsilon,full-2fermat,<class 'QueryModels.GraphKmeansSampling'>,euclidean
