Score,Computation Time,Standard Deviation,Budget,Find Components,Graph Type,Sampling Model,Prediction Method
60.0,-0.42907302379608153,0.0,35,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
77.9,-6.744500613212585,2.330951164939613,35,False,full-2fermat,<class 'QueryModels.GraphKmeansSampling'>,1fermat
72.5,-6.65568699836731,2.9154759474226495,35,False,full-2fermat,<class 'QueryModels.GraphKmeansSampling'>,2fermat
60.8,-6.810976886749268,2.3475755815545343,35,False,full-2fermat,<class 'QueryModels.GraphKmeansSampling'>,euclidean
74.4,-0.08960902690887451,4.033195589934446,35,epsilon,None-None,<class 'QueryModels.RandomSampling'>,1fermat
68.3,-0.09935548305511474,1.4181364924121769,35,epsilon,None-None,<class 'QueryModels.RandomSampling'>,2fermat
59.0,-0.077697491645813,3.197221015541813,35,epsilon,None-None,<class 'QueryModels.RandomSampling'>,euclidean
72.3,-0.14374446868896484,3.917198545446023,35,epsilon,None-euclidean,<class 'QueryModels.KmeansSampling'>,1fermat
65.2,-0.09168870449066162,3.7653389990514508,35,epsilon,None-euclidean,<class 'QueryModels.KmeansSampling'>,2fermat
56.7,-0.10231800079345703,3.267686915507326,35,epsilon,None-euclidean,<class 'QueryModels.KmeansSampling'>,euclidean
75.3,-0.09628856182098389,1.2516655570345716,35,epsilon,epsilon-1fermat,<class 'QueryModels.ProbCoverSampling'>,1fermat
70.3,-0.100388503074646,0.483045891539645,35,epsilon,epsilon-1fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
63.0,-0.0805126667022705,0.0,35,epsilon,epsilon-1fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
73.8,-0.07722771167755127,0.4216370213557833,35,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,1fermat
70.4,-0.06912126541137695,0.5163977794943211,35,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
63.8,-0.08289313316345215,0.42163702135578357,35,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
65.0,-0.084228515625,1.4142135623730956,35,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,1fermat
67.8,-0.08304100036621094,0.6324555320336769,35,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
61.4,-0.14182493686676026,0.516397779494322,35,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
76.8,-0.09787452220916748,3.910100879630716,35,epsilon,full-2fermat,<class 'QueryModels.GraphKmeansSampling'>,1fermat
71.2,-0.17158935070037842,1.8135294011647247,35,epsilon,full-2fermat,<class 'QueryModels.GraphKmeansSampling'>,2fermat
60.3,-0.1073843240737915,2.451756739791105,35,epsilon,full-2fermat,<class 'QueryModels.GraphKmeansSampling'>,euclidean
