Score,Computation Time,Standard Deviation,Budget,Find Components,Graph Type,Sampling Model,Prediction Method
87.46666666666667,1772057303.9158537,14.050249955410893,40,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
84.06666666666666,1772057298.4211266,18.057316153478254,40,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
88.4,1772057287.2335389,13.211466880814449,40,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
87.66666666666667,1772057286.0640035,16.804194487715034,40,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
86.93333333333334,1772057287.1871595,14.796074125382365,50,False,None-None,<class 'QueryModels.RandomSampling'>,2fermat
86.33333333333333,1772057286.6427145,17.24887850046517,50,False,None-None,<class 'QueryModels.RandomSampling'>,euclidean
73.6,1772057293.1365378,18.121810064118872,50,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
70.13333333333334,1772057291.4447484,18.810584659656257,50,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
90.0,1772057289.1579108,11.898379241368486,50,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
89.53333333333333,1772057288.266903,14.623204000426695,50,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
88.2,1772057283.356481,14.087481778413869,50,epsilon,None-None,<class 'QueryModels.RandomSampling'>,2fermat
85.93333333333334,1772057282.7349765,18.502766845863377,50,epsilon,None-None,<class 'QueryModels.RandomSampling'>,euclidean
89.0,1772057296.026423,13.680016708427557,50,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
87.06666666666666,1772057292.382952,16.81609206626059,50,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
90.53333333333333,1772057284.9067986,11.281252885502862,50,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
88.6,1772057283.87802,15.41705919706201,50,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
86.4,1772057285.1828532,13.65283853270081,50,knn,None-None,<class 'QueryModels.RandomSampling'>,2fermat
86.33333333333333,1772057284.5962293,16.78718331970923,50,knn,None-None,<class 'QueryModels.RandomSampling'>,euclidean
88.46666666666667,1772057306.9835289,12.339638028186508,50,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
85.53333333333333,1772057301.495401,16.413699272544374,50,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
90.0,1772057287.7878997,11.631238725334214,50,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
89.2,1772057286.5410507,14.818906842274165,50,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
90.33333333333333,1772057287.2951455,10.991338581334112,75,False,None-None,<class 'QueryModels.RandomSampling'>,2fermat
88.86666666666666,1772057286.655246,14.515344918231811,75,False,None-None,<class 'QueryModels.RandomSampling'>,euclidean
76.26666666666667,1772057293.2481482,18.140194780284656,75,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
72.6,1772057291.4562614,18.642501364968627,75,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
